Code,Center Name,Indent Date,No of Purchy,Qty in Qtls
14,BEHNANPURWA,22-01-2023,11,468
14,BEHNANPURWA,23-01-2023,12,405
14,BEHNANPURWA,24-01-2023,18,675
14,BEHNANPURWA,25-01-2023,16,666
14,BEHNANPURWA,26-01-2023,10,315
14,BEHNANPURWA,27-01-2023,7,315
14,BEHNANPURWA,29-01-2023,11,333
14,BEHNANPURWA,30-01-2023,14,522
15,ISSANAGAR - I,13-11-2022,24,486
15,ISSANAGAR - I,14-11-2022,21,513
15,ISSANAGAR - I,15-11-2022,34,855
15,ISSANAGAR - I,16-11-2022,34,936
15,ISSANAGAR - I,17-11-2022,38,900
15,ISSANAGAR - I,18-11-2022,7,261
15,ISSANAGAR - I,19-11-2022,21,567
15,ISSANAGAR - I,20-11-2022,23,711
15,ISSANAGAR - I,21-11-2022,25,639
15,ISSANAGAR - I,22-11-2022,40,882
15,ISSANAGAR - I,23-11-2022,28,774
15,ISSANAGAR - I,24-11-2022,47,1224
15,ISSANAGAR - I,25-11-2022,48,1404
15,ISSANAGAR - I,26-11-2022,50,1251
15,ISSANAGAR - I,27-11-2022,45,1350
15,ISSANAGAR - I,28-11-2022,39,1404
15,ISSANAGAR - I,29-11-2022,43,1125
15,ISSANAGAR - I,30-11-2022,47,1413
15,ISSANAGAR - I,01-12-2022,30,999
15,ISSANAGAR - I,02-12-2022,22,585
15,ISSANAGAR - I,03-12-2022,15,459
15,ISSANAGAR - I,04-12-2022,33,1107
15,ISSANAGAR - I,06-12-2022,47,1494
15,ISSANAGAR - I,07-12-2022,48,1458
15,ISSANAGAR - I,08-12-2022,37,1044
15,ISSANAGAR - I,09-12-2022,44,1332
15,ISSANAGAR - I,10-12-2022,38,1332
15,ISSANAGAR - I,11-12-2022,34,963
15,ISSANAGAR - I,12-12-2022,41,1116
15,ISSANAGAR - I,13-12-2022,36,1161
15,ISSANAGAR - I,14-12-2022,41,1170
15,ISSANAGAR - I,15-12-2022,29,900
15,ISSANAGAR - I,16-12-2022,45,1296
15,ISSANAGAR - I,17-12-2022,29,900
15,ISSANAGAR - I,18-12-2022,32,981
15,ISSANAGAR - I,19-12-2022,38,954
15,ISSANAGAR - I,20-12-2022,38,1062
15,ISSANAGAR - I,21-12-2022,37,1071
15,ISSANAGAR - I,22-12-2022,39,1053
15,ISSANAGAR - I,23-12-2022,48,1377
15,ISSANAGAR - I,24-12-2022,44,1224
15,ISSANAGAR - I,25-12-2022,33,999
15,ISSANAGAR - I,26-12-2022,41,1035
15,ISSANAGAR - I,27-12-2022,33,1026
15,ISSANAGAR - I,28-12-2022,41,981
15,ISSANAGAR - I,29-12-2022,38,1224
15,ISSANAGAR - I,30-12-2022,37,1125
15,ISSANAGAR - I,31-12-2022,39,1080
15,ISSANAGAR - I,01-01-2023,32,819
15,ISSANAGAR - I,02-01-2023,11,360
15,ISSANAGAR - I,03-01-2023,54,1566
15,ISSANAGAR - I,04-01-2023,48,1296
15,ISSANAGAR - I,05-01-2023,20,630
15,ISSANAGAR - I,06-01-2023,26,765
15,ISSANAGAR - I,07-01-2023,35,900
15,ISSANAGAR - I,08-01-2023,38,1062
15,ISSANAGAR - I,09-01-2023,40,990
15,ISSANAGAR - I,10-01-2023,35,954
15,ISSANAGAR - I,11-01-2023,31,909
15,ISSANAGAR - I,12-01-2023,30,972
15,ISSANAGAR - I,13-01-2023,33,1026
15,ISSANAGAR - I,14-01-2023,40,1179
15,ISSANAGAR - I,15-01-2023,33,999
15,ISSANAGAR - I,16-01-2023,42,1134
15,ISSANAGAR - I,17-01-2023,29,927
15,ISSANAGAR - I,18-01-2023,9,297
15,ISSANAGAR - I,19-01-2023,37,1125
15,ISSANAGAR - I,20-01-2023,25,774
15,ISSANAGAR - I,21-01-2023,38,1116
15,ISSANAGAR - I,22-01-2023,25,801
15,ISSANAGAR - I,23-01-2023,38,981
15,ISSANAGAR - I,24-01-2023,17,495
15,ISSANAGAR - I,25-01-2023,21,513
15,ISSANAGAR - I,26-01-2023,22,774
15,ISSANAGAR - I,27-01-2023,41,1170
15,ISSANAGAR - I,28-01-2023,37,1233
15,ISSANAGAR - I,29-01-2023,26,846
15,ISSANAGAR - I,30-01-2023,33,999
16,KATAULI,28-11-2022,16,288
16,KATAULI,29-11-2022,15,270
16,KATAULI,30-11-2022,21,378
16,KATAULI,01-12-2022,14,306
16,KATAULI,02-12-2022,26,495
16,KATAULI,03-12-2022,24,513
16,KATAULI,04-12-2022,20,603
16,KATAULI,05-12-2022,21,486
16,KATAULI,06-12-2022,26,495
16,KATAULI,07-12-2022,19,450
16,KATAULI,08-12-2022,20,468
16,KATAULI,09-12-2022,18,486
16,KATAULI,10-12-2022,23,495
16,KATAULI,11-12-2022,19,477
16,KATAULI,12-12-2022,22,558
16,KATAULI,13-12-2022,22,639
16,KATAULI,14-12-2022,27,756
16,KATAULI,15-12-2022,23,684
16,KATAULI,16-12-2022,28,612
16,KATAULI,17-12-2022,24,594
16,KATAULI,18-12-2022,11,414
16,KATAULI,19-12-2022,23,603
16,KATAULI,20-12-2022,15,405
16,KATAULI,21-12-2022,16,396
16,KATAULI,22-12-2022,16,531
16,KATAULI,23-12-2022,22,585
16,KATAULI,24-12-2022,27,783
16,KATAULI,25-12-2022,20,549
16,KATAULI,26-12-2022,27,648
16,KATAULI,27-12-2022,24,621
16,KATAULI,28-12-2022,26,603
16,KATAULI,29-12-2022,22,558
16,KATAULI,30-12-2022,30,702
16,KATAULI,31-12-2022,26,711
16,KATAULI,01-01-2023,24,486
16,KATAULI,02-01-2023,7,153
16,KATAULI,03-01-2023,35,846
16,KATAULI,04-01-2023,20,549
16,KATAULI,05-01-2023,44,900
16,KATAULI,06-01-2023,26,738
16,KATAULI,07-01-2023,31,693
16,KATAULI,08-01-2023,28,720
16,KATAULI,09-01-2023,18,432
16,KATAULI,10-01-2023,29,630
16,KATAULI,11-01-2023,20,603
16,KATAULI,12-01-2023,27,621
16,KATAULI,13-01-2023,30,729
16,KATAULI,14-01-2023,29,684
16,KATAULI,15-01-2023,22,585
16,KATAULI,16-01-2023,25,666
16,KATAULI,17-01-2023,26,684
16,KATAULI,18-01-2023,30,702
16,KATAULI,19-01-2023,24,594
16,KATAULI,20-01-2023,14,360
16,KATAULI,21-01-2023,26,657
16,KATAULI,22-01-2023,17,495
16,KATAULI,23-01-2023,21,540
16,KATAULI,24-01-2023,10,342
16,KATAULI,25-01-2023,13,396
16,KATAULI,26-01-2023,23,630
16,KATAULI,27-01-2023,24,594
16,KATAULI,28-01-2023,25,693
16,KATAULI,29-01-2023,30,675
16,KATAULI,30-01-2023,28,693
17,SEMARIA- I,13-11-2022,15,270
17,SEMARIA- I,14-11-2022,7,180
17,SEMARIA- I,15-11-2022,27,540
17,SEMARIA- I,16-11-2022,26,603
17,SEMARIA- I,17-11-2022,22,693
17,SEMARIA- I,18-11-2022,7,180
17,SEMARIA- I,19-11-2022,22,612
17,SEMARIA- I,20-11-2022,9,405
17,SEMARIA- I,21-11-2022,24,594
17,SEMARIA- I,22-11-2022,36,810
17,SEMARIA- I,23-11-2022,25,720
17,SEMARIA- I,24-11-2022,38,1062
17,SEMARIA- I,25-11-2022,22,909
17,SEMARIA- I,26-11-2022,19,585
17,SEMARIA- I,27-11-2022,26,738
17,SEMARIA- I,28-11-2022,27,1107
17,SEMARIA- I,29-11-2022,28,1098
17,SEMARIA- I,30-11-2022,29,1062
17,SEMARIA- I,01-12-2022,29,765
17,SEMARIA- I,02-12-2022,17,576
17,SEMARIA- I,04-12-2022,14,441
17,SEMARIA- I,05-12-2022,15,513
17,SEMARIA- I,06-12-2022,15,621
17,SEMARIA- I,07-12-2022,17,603
17,SEMARIA- I,09-12-2022,12,297
17,SEMARIA- I,10-12-2022,13,369
17,SEMARIA- I,11-12-2022,19,504
17,SEMARIA- I,12-12-2022,8,279
17,SEMARIA- I,13-12-2022,34,990
17,SEMARIA- I,14-12-2022,15,513
17,SEMARIA- I,15-12-2022,13,504
17,SEMARIA- I,16-12-2022,23,792
17,SEMARIA- I,17-12-2022,14,441
17,SEMARIA- I,18-12-2022,18,513
17,SEMARIA- I,19-12-2022,29,819
17,SEMARIA- I,20-12-2022,35,1035
17,SEMARIA- I,21-12-2022,28,909
17,SEMARIA- I,22-12-2022,26,738
17,SEMARIA- I,23-12-2022,18,702
17,SEMARIA- I,24-12-2022,38,1008
17,SEMARIA- I,25-12-2022,23,711
17,SEMARIA- I,26-12-2022,24,729
17,SEMARIA- I,27-12-2022,25,774
17,SEMARIA- I,28-12-2022,24,702
17,SEMARIA- I,29-12-2022,25,720
17,SEMARIA- I,30-12-2022,21,594
17,SEMARIA- I,31-12-2022,18,540
17,SEMARIA- I,01-01-2023,15,378
17,SEMARIA- I,02-01-2023,7,207
17,SEMARIA- I,03-01-2023,30,918
17,SEMARIA- I,04-01-2023,21,702
17,SEMARIA- I,05-01-2023,19,639
17,SEMARIA- I,06-01-2023,17,603
17,SEMARIA- I,07-01-2023,26,765
17,SEMARIA- I,08-01-2023,22,747
17,SEMARIA- I,09-01-2023,11,279
17,SEMARIA- I,10-01-2023,15,486
17,SEMARIA- I,11-01-2023,15,540
17,SEMARIA- I,12-01-2023,19,612
17,SEMARIA- I,13-01-2023,20,522
17,SEMARIA- I,14-01-2023,18,702
17,SEMARIA- I,15-01-2023,8,333
17,SEMARIA- I,16-01-2023,28,801
17,SEMARIA- I,17-01-2023,32,1035
17,SEMARIA- I,18-01-2023,19,612
17,SEMARIA- I,19-01-2023,17,522
17,SEMARIA- I,20-01-2023,15,513
17,SEMARIA- I,21-01-2023,20,711
17,SEMARIA- I,22-01-2023,9,297
17,SEMARIA- I,23-01-2023,14,306
17,SEMARIA- I,24-01-2023,20,738
17,SEMARIA- I,25-01-2023,22,639
17,SEMARIA- I,26-01-2023,23,630
17,SEMARIA- I,27-01-2023,21,621
17,SEMARIA- I,28-01-2023,27,675
17,SEMARIA- I,29-01-2023,26,684
17,SEMARIA- I,30-01-2023,21,702
18,KIRATIPURVA -IV,18-11-2022,7,234
18,KIRATIPURVA -IV,21-11-2022,3,135
18,KIRATIPURVA -IV,24-11-2022,10,288
18,KIRATIPURVA -IV,25-11-2022,7,207
18,KIRATIPURVA -IV,27-11-2022,7,261
18,KIRATIPURVA -IV,28-11-2022,14,333
18,KIRATIPURVA -IV,29-11-2022,9,378
18,KIRATIPURVA -IV,30-11-2022,9,324
18,KIRATIPURVA -IV,01-12-2022,13,396
18,KIRATIPURVA -IV,02-12-2022,4,153
18,KIRATIPURVA -IV,05-12-2022,15,351
18,KIRATIPURVA -IV,06-12-2022,6,189
18,KIRATIPURVA -IV,07-12-2022,10,342
18,KIRATIPURVA -IV,08-12-2022,15,432
18,KIRATIPURVA -IV,09-12-2022,18,567
18,KIRATIPURVA -IV,10-12-2022,13,477
18,KIRATIPURVA -IV,11-12-2022,11,360
18,KIRATIPURVA -IV,12-12-2022,10,342
18,KIRATIPURVA -IV,13-12-2022,12,351
18,KIRATIPURVA -IV,14-12-2022,8,306
18,KIRATIPURVA -IV,15-12-2022,9,297
18,KIRATIPURVA -IV,16-12-2022,9,297
18,KIRATIPURVA -IV,17-12-2022,9,351
18,KIRATIPURVA -IV,18-12-2022,10,315
18,KIRATIPURVA -IV,19-12-2022,10,342
18,KIRATIPURVA -IV,20-12-2022,9,405
18,KIRATIPURVA -IV,21-12-2022,7,234
18,KIRATIPURVA -IV,22-12-2022,12,405
18,KIRATIPURVA -IV,23-12-2022,7,315
18,KIRATIPURVA -IV,24-12-2022,11,387
18,KIRATIPURVA -IV,25-12-2022,12,405
18,KIRATIPURVA -IV,26-12-2022,16,504
18,KIRATIPURVA -IV,27-12-2022,11,441
18,KIRATIPURVA -IV,28-12-2022,10,423
18,KIRATIPURVA -IV,29-12-2022,13,531
18,KIRATIPURVA -IV,30-12-2022,12,432
18,KIRATIPURVA -IV,31-12-2022,16,450
18,KIRATIPURVA -IV,01-01-2023,12,405
18,KIRATIPURVA -IV,02-01-2023,7,288
18,KIRATIPURVA -IV,03-01-2023,11,360
18,KIRATIPURVA -IV,04-01-2023,15,513
18,KIRATIPURVA -IV,05-01-2023,12,513
18,KIRATIPURVA -IV,06-01-2023,15,567
18,KIRATIPURVA -IV,07-01-2023,8,306
18,KIRATIPURVA -IV,08-01-2023,12,405
18,KIRATIPURVA -IV,09-01-2023,15,513
18,KIRATIPURVA -IV,10-01-2023,18,702
18,KIRATIPURVA -IV,11-01-2023,16,585
18,KIRATIPURVA -IV,12-01-2023,14,495
18,KIRATIPURVA -IV,13-01-2023,13,450
18,KIRATIPURVA -IV,14-01-2023,8,252
18,KIRATIPURVA -IV,15-01-2023,7,288
18,KIRATIPURVA -IV,16-01-2023,7,315
18,KIRATIPURVA -IV,17-01-2023,7,288
18,KIRATIPURVA -IV,18-01-2023,9,324
18,KIRATIPURVA -IV,19-01-2023,18,594
18,KIRATIPURVA -IV,20-01-2023,8,279
18,KIRATIPURVA -IV,21-01-2023,13,450
18,KIRATIPURVA -IV,22-01-2023,12,459
18,KIRATIPURVA -IV,23-01-2023,12,459
18,KIRATIPURVA -IV,24-01-2023,16,477
18,KIRATIPURVA -IV,25-01-2023,17,549
18,KIRATIPURVA -IV,26-01-2023,6,189
18,KIRATIPURVA -IV,27-01-2023,8,279
18,KIRATIPURVA -IV,28-01-2023,9,351
18,KIRATIPURVA -IV,29-01-2023,9,351
18,KIRATIPURVA -IV,30-01-2023,14,495
19,HAUKANA MATERA,13-11-2022,5,144
19,HAUKANA MATERA,14-11-2022,10,342
19,HAUKANA MATERA,15-11-2022,9,324
19,HAUKANA MATERA,16-11-2022,9,243
19,HAUKANA MATERA,17-11-2022,12,405
19,HAUKANA MATERA,20-11-2022,5,171
19,HAUKANA MATERA,21-11-2022,6,162
19,HAUKANA MATERA,22-11-2022,11,279
19,HAUKANA MATERA,23-11-2022,9,270
19,HAUKANA MATERA,24-11-2022,18,486
19,HAUKANA MATERA,25-11-2022,14,468
19,HAUKANA MATERA,26-11-2022,10,396
19,HAUKANA MATERA,27-11-2022,11,414
19,HAUKANA MATERA,28-11-2022,13,504
19,HAUKANA MATERA,29-11-2022,9,378
19,HAUKANA MATERA,30-11-2022,19,585
19,HAUKANA MATERA,01-12-2022,14,414
19,HAUKANA MATERA,05-12-2022,8,306
19,HAUKANA MATERA,07-12-2022,6,216
19,HAUKANA MATERA,08-12-2022,5,144
19,HAUKANA MATERA,09-12-2022,4,153
19,HAUKANA MATERA,10-12-2022,3,135
19,HAUKANA MATERA,11-12-2022,2,63
19,HAUKANA MATERA,12-12-2022,9,270
19,HAUKANA MATERA,13-12-2022,7,180
19,HAUKANA MATERA,14-12-2022,8,279
19,HAUKANA MATERA,15-12-2022,1,18
19,HAUKANA MATERA,16-12-2022,9,297
19,HAUKANA MATERA,17-12-2022,9,297
19,HAUKANA MATERA,18-12-2022,7,207
19,HAUKANA MATERA,19-12-2022,1,18
19,HAUKANA MATERA,20-12-2022,9,405
19,HAUKANA MATERA,21-12-2022,11,360
19,HAUKANA MATERA,22-12-2022,6,189
19,HAUKANA MATERA,23-12-2022,7,234
19,HAUKANA MATERA,24-12-2022,12,378
19,HAUKANA MATERA,25-12-2022,7,207
19,HAUKANA MATERA,26-12-2022,9,324
19,HAUKANA MATERA,27-12-2022,9,243
19,HAUKANA MATERA,28-12-2022,8,279
19,HAUKANA MATERA,29-12-2022,8,198
19,HAUKANA MATERA,30-12-2022,6,216
19,HAUKANA MATERA,31-12-2022,3,135
19,HAUKANA MATERA,01-01-2023,1,45
19,HAUKANA MATERA,02-01-2023,5,171
19,HAUKANA MATERA,03-01-2023,8,306
19,HAUKANA MATERA,04-01-2023,14,360
19,HAUKANA MATERA,05-01-2023,10,369
19,HAUKANA MATERA,06-01-2023,10,315
19,HAUKANA MATERA,07-01-2023,10,261
19,HAUKANA MATERA,08-01-2023,7,315
19,HAUKANA MATERA,09-01-2023,6,216
19,HAUKANA MATERA,10-01-2023,9,324
19,HAUKANA MATERA,11-01-2023,8,252
19,HAUKANA MATERA,12-01-2023,7,261
19,HAUKANA MATERA,13-01-2023,6,216
19,HAUKANA MATERA,14-01-2023,8,279
19,HAUKANA MATERA,15-01-2023,7,207
19,HAUKANA MATERA,16-01-2023,10,342
19,HAUKANA MATERA,17-01-2023,9,324
19,HAUKANA MATERA,18-01-2023,6,216
19,HAUKANA MATERA,19-01-2023,9,324
19,HAUKANA MATERA,20-01-2023,8,333
19,HAUKANA MATERA,21-01-2023,9,351
19,HAUKANA MATERA,22-01-2023,8,279
19,HAUKANA MATERA,23-01-2023,7,288
19,HAUKANA MATERA,24-01-2023,10,396
19,HAUKANA MATERA,25-01-2023,2,90
19,HAUKANA MATERA,26-01-2023,3,108
19,HAUKANA MATERA,27-01-2023,4,180
19,HAUKANA MATERA,28-01-2023,3,108
19,HAUKANA MATERA,29-01-2023,2,90
19,HAUKANA MATERA,30-01-2023,4,126
20,LAUKAHI,13-11-2022,21,405
20,LAUKAHI,14-11-2022,27,594
20,LAUKAHI,15-11-2022,27,621
20,LAUKAHI,16-11-2022,18,432
20,LAUKAHI,17-11-2022,23,441
20,LAUKAHI,20-11-2022,13,342
20,LAUKAHI,21-11-2022,19,369
20,LAUKAHI,22-11-2022,22,423
20,LAUKAHI,23-11-2022,22,585
20,LAUKAHI,24-11-2022,47,1062
20,LAUKAHI,25-11-2022,48,1161
20,LAUKAHI,26-11-2022,33,783
20,LAUKAHI,27-11-2022,29,846
20,LAUKAHI,28-11-2022,33,945
20,LAUKAHI,29-11-2022,24,891
20,LAUKAHI,30-11-2022,35,873
20,LAUKAHI,01-12-2022,31,1017
20,LAUKAHI,02-12-2022,27,567
20,LAUKAHI,04-12-2022,30,702
20,LAUKAHI,05-12-2022,26,657
20,LAUKAHI,06-12-2022,27,783
20,LAUKAHI,07-12-2022,21,756
20,LAUKAHI,09-12-2022,30,783
20,LAUKAHI,10-12-2022,25,639
20,LAUKAHI,11-12-2022,19,639
20,LAUKAHI,12-12-2022,23,630
20,LAUKAHI,13-12-2022,30,783
20,LAUKAHI,14-12-2022,40,828
20,LAUKAHI,15-12-2022,25,882
20,LAUKAHI,16-12-2022,28,828
20,LAUKAHI,17-12-2022,29,711
20,LAUKAHI,18-12-2022,17,495
20,LAUKAHI,20-12-2022,22,612
20,LAUKAHI,21-12-2022,22,585
20,LAUKAHI,22-12-2022,26,657
20,LAUKAHI,23-12-2022,23,738
20,LAUKAHI,24-12-2022,29,684
20,LAUKAHI,25-12-2022,29,711
20,LAUKAHI,26-12-2022,23,684
20,LAUKAHI,27-12-2022,27,783
20,LAUKAHI,28-12-2022,26,738
20,LAUKAHI,29-12-2022,29,738
20,LAUKAHI,30-12-2022,38,900
20,LAUKAHI,31-12-2022,36,1215
20,LAUKAHI,01-01-2023,22,612
20,LAUKAHI,02-01-2023,7,180
20,LAUKAHI,03-01-2023,48,1161
20,LAUKAHI,04-01-2023,38,900
20,LAUKAHI,05-01-2023,44,1062
20,LAUKAHI,06-01-2023,36,1053
20,LAUKAHI,07-01-2023,30,783
20,LAUKAHI,08-01-2023,29,738
20,LAUKAHI,09-01-2023,26,684
20,LAUKAHI,10-01-2023,28,801
20,LAUKAHI,11-01-2023,31,801
20,LAUKAHI,12-01-2023,31,720
20,LAUKAHI,13-01-2023,33,837
20,LAUKAHI,14-01-2023,31,882
20,LAUKAHI,15-01-2023,33,675
20,LAUKAHI,16-01-2023,36,918
20,LAUKAHI,17-01-2023,31,936
20,LAUKAHI,18-01-2023,40,1017
20,LAUKAHI,19-01-2023,33,918
20,LAUKAHI,20-01-2023,19,612
20,LAUKAHI,21-01-2023,39,1044
20,LAUKAHI,22-01-2023,31,936
20,LAUKAHI,23-01-2023,9,270
20,LAUKAHI,24-01-2023,38,981
20,LAUKAHI,25-01-2023,33,918
20,LAUKAHI,26-01-2023,4,99
20,LAUKAHI,27-01-2023,26,711
20,LAUKAHI,28-01-2023,23,630
20,LAUKAHI,29-01-2023,21,702
20,LAUKAHI,30-01-2023,37,1017
21,CHAKLAKHIPUR- I,13-11-2022,16,288
21,CHAKLAKHIPUR- I,14-11-2022,14,306
21,CHAKLAKHIPUR- I,15-11-2022,22,504
21,CHAKLAKHIPUR- I,16-11-2022,31,693
21,CHAKLAKHIPUR- I,17-11-2022,30,891
21,CHAKLAKHIPUR- I,18-11-2022,20,576
21,CHAKLAKHIPUR- I,19-11-2022,12,297
21,CHAKLAKHIPUR- I,20-11-2022,13,558
21,CHAKLAKHIPUR- I,21-11-2022,21,675
21,CHAKLAKHIPUR- I,22-11-2022,25,531
21,CHAKLAKHIPUR- I,23-11-2022,24,675
21,CHAKLAKHIPUR- I,24-11-2022,38,927
21,CHAKLAKHIPUR- I,25-11-2022,48,999
21,CHAKLAKHIPUR- I,26-11-2022,48,999
21,CHAKLAKHIPUR- I,27-11-2022,30,1107
21,CHAKLAKHIPUR- I,28-11-2022,31,990
21,CHAKLAKHIPUR- I,29-11-2022,39,1377
21,CHAKLAKHIPUR- I,30-11-2022,42,999
21,CHAKLAKHIPUR- I,01-12-2022,30,945
21,CHAKLAKHIPUR- I,02-12-2022,33,972
21,CHAKLAKHIPUR- I,03-12-2022,24,756
21,CHAKLAKHIPUR- I,04-12-2022,26,792
21,CHAKLAKHIPUR- I,05-12-2022,27,891
21,CHAKLAKHIPUR- I,06-12-2022,26,1035
21,CHAKLAKHIPUR- I,07-12-2022,30,1053
21,CHAKLAKHIPUR- I,08-12-2022,27,918
21,CHAKLAKHIPUR- I,09-12-2022,34,1044
21,CHAKLAKHIPUR- I,10-12-2022,34,909
21,CHAKLAKHIPUR- I,11-12-2022,20,630
21,CHAKLAKHIPUR- I,12-12-2022,22,909
21,CHAKLAKHIPUR- I,13-12-2022,29,981
21,CHAKLAKHIPUR- I,14-12-2022,40,1044
21,CHAKLAKHIPUR- I,15-12-2022,29,846
21,CHAKLAKHIPUR- I,16-12-2022,34,882
21,CHAKLAKHIPUR- I,17-12-2022,24,999
21,CHAKLAKHIPUR- I,18-12-2022,32,846
21,CHAKLAKHIPUR- I,19-12-2022,30,972
21,CHAKLAKHIPUR- I,20-12-2022,27,918
21,CHAKLAKHIPUR- I,21-12-2022,30,945
21,CHAKLAKHIPUR- I,22-12-2022,30,972
21,CHAKLAKHIPUR- I,23-12-2022,35,900
21,CHAKLAKHIPUR- I,24-12-2022,44,1224
21,CHAKLAKHIPUR- I,25-12-2022,35,954
21,CHAKLAKHIPUR- I,26-12-2022,32,1062
21,CHAKLAKHIPUR- I,27-12-2022,34,1044
21,CHAKLAKHIPUR- I,28-12-2022,31,963
21,CHAKLAKHIPUR- I,29-12-2022,35,1008
21,CHAKLAKHIPUR- I,30-12-2022,35,1062
21,CHAKLAKHIPUR- I,31-12-2022,28,801
21,CHAKLAKHIPUR- I,01-01-2023,19,639
21,CHAKLAKHIPUR- I,02-01-2023,14,387
21,CHAKLAKHIPUR- I,03-01-2023,47,1224
21,CHAKLAKHIPUR- I,04-01-2023,31,828
21,CHAKLAKHIPUR- I,05-01-2023,35,1116
21,CHAKLAKHIPUR- I,06-01-2023,37,1071
21,CHAKLAKHIPUR- I,07-01-2023,44,1197
21,CHAKLAKHIPUR- I,08-01-2023,42,1188
21,CHAKLAKHIPUR- I,09-01-2023,32,900
21,CHAKLAKHIPUR- I,10-01-2023,40,1206
21,CHAKLAKHIPUR- I,11-01-2023,38,1197
21,CHAKLAKHIPUR- I,12-01-2023,43,1179
21,CHAKLAKHIPUR- I,13-01-2023,41,1305
21,CHAKLAKHIPUR- I,14-01-2023,32,1089
21,CHAKLAKHIPUR- I,15-01-2023,32,981
21,CHAKLAKHIPUR- I,16-01-2023,39,1026
21,CHAKLAKHIPUR- I,17-01-2023,35,1224
21,CHAKLAKHIPUR- I,18-01-2023,30,972
21,CHAKLAKHIPUR- I,19-01-2023,33,972
21,CHAKLAKHIPUR- I,20-01-2023,25,774
21,CHAKLAKHIPUR- I,21-01-2023,34,1098
21,CHAKLAKHIPUR- I,22-01-2023,27,837
21,CHAKLAKHIPUR- I,23-01-2023,30,918
21,CHAKLAKHIPUR- I,24-01-2023,23,711
21,CHAKLAKHIPUR- I,25-01-2023,26,792
21,CHAKLAKHIPUR- I,26-01-2023,24,810
21,CHAKLAKHIPUR- I,27-01-2023,38,1116
21,CHAKLAKHIPUR- I,28-01-2023,40,1044
21,CHAKLAKHIPUR- I,29-01-2023,31,1017
21,CHAKLAKHIPUR- I,30-01-2023,38,1224
22,MARSANDA -I,13-11-2022,6,216
22,MARSANDA -I,14-11-2022,8,306
22,MARSANDA -I,15-11-2022,9,243
22,MARSANDA -I,16-11-2022,22,450
22,MARSANDA -I,17-11-2022,21,486
22,MARSANDA -I,18-11-2022,31,666
22,MARSANDA -I,24-11-2022,24,567
22,MARSANDA -I,25-11-2022,53,1251
22,MARSANDA -I,26-11-2022,38,846
22,MARSANDA -I,27-11-2022,35,819
22,MARSANDA -I,28-11-2022,25,774
22,MARSANDA -I,29-11-2022,34,936
22,MARSANDA -I,30-11-2022,31,990
22,MARSANDA -I,01-12-2022,46,1476
22,MARSANDA -I,02-12-2022,16,612
22,MARSANDA -I,03-12-2022,35,1116
22,MARSANDA -I,04-12-2022,41,1386
22,MARSANDA -I,05-12-2022,39,1161
22,MARSANDA -I,06-12-2022,47,1494
22,MARSANDA -I,07-12-2022,26,792
22,MARSANDA -I,08-12-2022,22,693
22,MARSANDA -I,09-12-2022,32,981
22,MARSANDA -I,10-12-2022,34,1179
22,MARSANDA -I,11-12-2022,20,603
22,MARSANDA -I,12-12-2022,29,792
22,MARSANDA -I,13-12-2022,24,675
22,MARSANDA -I,14-12-2022,23,738
22,MARSANDA -I,15-12-2022,32,792
22,MARSANDA -I,16-12-2022,26,792
22,MARSANDA -I,17-12-2022,46,1260
22,MARSANDA -I,18-12-2022,22,666
22,MARSANDA -I,19-12-2022,31,963
22,MARSANDA -I,20-12-2022,27,810
22,MARSANDA -I,21-12-2022,41,1143
22,MARSANDA -I,22-12-2022,23,684
22,MARSANDA -I,23-12-2022,39,1215
22,MARSANDA -I,24-12-2022,24,702
22,MARSANDA -I,25-12-2022,29,900
22,MARSANDA -I,26-12-2022,26,765
22,MARSANDA -I,27-12-2022,29,738
22,MARSANDA -I,28-12-2022,24,810
22,MARSANDA -I,29-12-2022,28,774
22,MARSANDA -I,30-12-2022,25,747
22,MARSANDA -I,31-12-2022,28,801
22,MARSANDA -I,01-01-2023,18,567
22,MARSANDA -I,02-01-2023,11,306
22,MARSANDA -I,03-01-2023,40,1476
22,MARSANDA -I,04-01-2023,26,819
22,MARSANDA -I,05-01-2023,23,684
22,MARSANDA -I,06-01-2023,24,648
22,MARSANDA -I,07-01-2023,24,783
22,MARSANDA -I,08-01-2023,25,774
22,MARSANDA -I,09-01-2023,29,819
22,MARSANDA -I,10-01-2023,19,693
22,MARSANDA -I,11-01-2023,27,810
22,MARSANDA -I,12-01-2023,28,855
22,MARSANDA -I,13-01-2023,30,972
22,MARSANDA -I,14-01-2023,24,837
22,MARSANDA -I,15-01-2023,34,909
22,MARSANDA -I,16-01-2023,29,900
22,MARSANDA -I,17-01-2023,22,801
22,MARSANDA -I,18-01-2023,23,738
22,MARSANDA -I,19-01-2023,25,747
22,MARSANDA -I,20-01-2023,24,702
22,MARSANDA -I,21-01-2023,24,783
22,MARSANDA -I,22-01-2023,7,180
22,MARSANDA -I,23-01-2023,2,63
22,MARSANDA -I,24-01-2023,6,243
22,MARSANDA -I,25-01-2023,22,450
22,MARSANDA -I,26-01-2023,31,774
22,MARSANDA -I,27-01-2023,21,594
22,MARSANDA -I,28-01-2023,25,639
22,MARSANDA -I,29-01-2023,25,747
22,MARSANDA -I,30-01-2023,26,711
23,CHANDESUA,28-01-2023,1,18
